num,zid,pid,stock
252,2f0cbe0367df45899dea1e2804456135,pop8008294323,NotExists
252,2f0cbe0367df45899dea1e2804456135,pop8008294323,NotExists
252,2f0cbe0367df45899dea1e2804456135,pop8008294323,NotExists
253,6e1197f305d61d03728a0c5577201a91,pop8010652729,NotExists
254,0085d2ee7095a3c03d0e1de8d6400b5a,pop8004029027,NotExists
254,0085d2ee7095a3c03d0e1de8d6400b5a,pop8004029023,NotExists
254,0085d2ee7095a3c03d0e1de8d6400b5a,pop8004029031,NotExists
254,0085d2ee7095a3c03d0e1de8d6400b5a,pop8004029030,NotExists
254,0085d2ee7095a3c03d0e1de8d6400b5a,pop8004029027,NotExists
254,0085d2ee7095a3c03d0e1de8d6400b5a,pop8004029028,NotExists
255,073877a68789f877b52056128477f564,pop8008808807,NotExists
256,8830971d7d392690819fcc1222d50ef9,pop8010509083,NotExists
256,8830971d7d392690819fcc1222d50ef9,pop8010509085,NotExists
257,0fa5f0b866895e5079e05343d06ddd58,pop8006906192,NotExists
258,8e0fb8008a2cf5a4a667680849691991,pop8009996596,NotExists
258,8e0fb8008a2cf5a4a667680849691991,1130017579,NotExists
258,8e0fb8008a2cf5a4a667680849691991,1123501483,NotExists
258,8e0fb8008a2cf5a4a667680849691991,pop8009923234,NotExists
258,8e0fb8008a2cf5a4a667680849691991,pop8009887593,NotExists
259,a2ab691b9e3175b535b59159dcc66372,1130540908,NotExists
259,a2ab691b9e3175b535b59159dcc66372,1130022666,NotExists
259,a2ab691b9e3175b535b59159dcc66372,1130026121,NotExists
259,a2ab691b9e3175b535b59159dcc66372,1130022549,NotExists
259,a2ab691b9e3175b535b59159dcc66372,1130022666,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,pop8009560855,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130008991,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130009939,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130008820,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130008820,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130009939,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130009939,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,pop8009560840,NotExists
260,0179a4dccb9d74bda336269ac23c0cfa,1130008991,NotExists
262,31912d30949a9441dedd44aeeee8e16a,pop8010074975,NotExists
262,31912d30949a9441dedd44aeeee8e16a,pop8010074980,NotExists
262,31912d30949a9441dedd44aeeee8e16a,pop8010080175,NotExists
263,346163e3f4c7f9e3113dcac5b70655fe,pop8004624063,NotExists
264,6d0edc475ba8ac43ae91a6f7d1c986e4,pop8004133120,NotExists
265,cc5765a00846429ccdf7d983db9cfb6c,1123502182,NotExists
265,cc5765a00846429ccdf7d983db9cfb6c,1123502184,NotExists
266,cdb46ae192e94f3f2e60895773b515f0,pop8010248204,NotExists
266,cdb46ae192e94f3f2e60895773b515f0,pop8010248239,NotExists
266,cdb46ae192e94f3f2e60895773b515f0,pop8010248209,NotExists
266,cdb46ae192e94f3f2e60895773b515f0,pop8010248220,NotExists
266,cdb46ae192e94f3f2e60895773b515f0,pop8010248238,NotExists
266,cdb46ae192e94f3f2e60895773b515f0,pop8010248240,NotExists
